gesto,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20;
paz,0.322860,0.605766,-0.000000,0.386202,0.567783,-0.027808,0.427257,0.496683,-0.044977,0.393998,0.405086,-0.059970,0.350668,0.319571,-0.074557,0.484968,0.344112,-0.028532,0.528373,0.231668,-0.044081,0.545829,0.155613,-0.055110,0.557697,0.079921,-0.065416,0.431386,0.314936,-0.029344,0.452026,0.193765,-0.045956,0.455817,0.114632,-0.060301,0.459930,0.040074,-0.072784,0.379268,0.319538,-0.033139,0.370242,0.229169,-0.056211,0.371995,0.227663,-0.071226,0.381511,0.214860,-0.079948,0.331766,0.352070,-0.039400,0.329070,0.316043,-0.059000,0.343895,0.358099,-0.068931,0.363909,0.393744,-0.074606
paz,0.281720,0.684563,0.000000,0.346812,0.657680,-0.025236,0.385110,0.596559,-0.039917,0.351354,0.513773,-0.052752,0.299905,0.436882,-0.063901,0.437358,0.450878,-0.020111,0.483428,0.355314,-0.031427,0.508080,0.299344,-0.037025,0.525733,0.246551,-0.042745,0.387076,0.415043,-0.020384,0.413600,0.291071,-0.032770,0.424654,0.212283,-0.041025,0.435677,0.145749,-0.048942,0.333148,0.417983,-0.023814,0.326428,0.338732,-0.040989,0.317538,0.364736,-0.046588,0.320780,0.380129,-0.048329,0.279312,0.448402,-0.030222,0.280617,0.423990,-0.044268,0.282596,0.473589,-0.047807,0.293102,0.512351,-0.048235
paz,0.302190,0.682297,0.000000,0.365281,0.633296,-0.014477,0.405914,0.571373,-0.026346,0.387618,0.498461,-0.039188,0.354704,0.429605,-0.050484,0.456748,0.440313,-0.011262,0.501670,0.349048,-0.023175,0.522637,0.297610,-0.029660,0.537423,0.250077,-0.035879,0.411978,0.415956,-0.017667,0.442041,0.294972,-0.032568,0.456245,0.222374,-0.042140,0.468125,0.159719,-0.050223,0.358695,0.423730,-0.026664,0.359264,0.346600,-0.044590,0.357289,0.382566,-0.049126,0.363307,0.402735,-0.049951,0.301535,0.457382,-0.037922,0.308233,0.422032,-0.051893,0.316041,0.468791,-0.054413,0.330438,0.508058,-0.054230
paz,0.305861,0.689553,0.000000,0.360956,0.631236,-0.006813,0.392875,0.566663,-0.013307,0.376225,0.495685,-0.021660,0.345315,0.434636,-0.028639,0.453806,0.454708,-0.004141,0.498532,0.364056,-0.013456,0.516805,0.316263,-0.018799,0.528185,0.273550,-0.024056,0.415772,0.431554,-0.011698,0.444375,0.314664,-0.023856,0.454793,0.246530,-0.033355,0.462833,0.188013,-0.041682,0.367701,0.439614,-0.021038,0.367899,0.368646,-0.035586,0.366136,0.403760,-0.040594,0.372510,0.426612,-0.042100,0.311869,0.470782,-0.031931,0.310544,0.432941,-0.044431,0.316543,0.463060,-0.048206,0.331012,0.489790,-0.049051
paz,0.315713,0.674621,0.000000,0.362093,0.626266,-0.014271,0.396071,0.561824,-0.021880,0.382775,0.488777,-0.029655,0.352809,0.427275,-0.035486,0.457875,0.452295,-0.005479,0.499204,0.366146,-0.013913,0.516588,0.319887,-0.017970,0.528403,0.277268,-0.021778,0.422820,0.426220,-0.007864,0.448291,0.310059,-0.019096,0.455279,0.247487,-0.026987,0.462576,0.194056,-0.033213,0.378554,0.429735,-0.012922,0.368610,0.362818,-0.027094,0.365187,0.421171,-0.030290,0.372970,0.456796,-0.029282,0.327065,0.454776,-0.020323,0.322014,0.424596,-0.031523,0.326762,0.467945,-0.034135,0.341715,0.499609,-0.033323
paz,0.314516,0.661772,0.000000,0.354327,0.609180,-0.014934,0.387531,0.543950,-0.023481,0.376906,0.468392,-0.032488,0.352996,0.407934,-0.039422,0.460593,0.443700,-0.002985,0.504901,0.354262,-0.010378,0.527914,0.306676,-0.013326,0.544355,0.261300,-0.016498,0.429106,0.418404,-0.005970,0.459932,0.297922,-0.015276,0.471029,0.231263,-0.021613,0.481408,0.173396,-0.026938,0.384795,0.420104,-0.012169,0.380671,0.330856,-0.026269,0.371708,0.382505,-0.028763,0.374781,0.417503,-0.027219,0.332427,0.442546,-0.020714,0.331166,0.393949,-0.031905,0.331252,0.436296,-0.033513,0.341987,0.472263,-0.032069
paz,0.553559,0.612628,-0.000000,0.581462,0.499304,0.008327,0.599503,0.412416,0.006021,0.585386,0.345105,-0.000929,0.556735,0.288749,-0.008408,0.568041,0.323004,0.005333,0.587276,0.209110,-0.001680,0.595765,0.141364,-0.007564,0.601862,0.081687,-0.013373,0.527929,0.334119,-0.008889,0.505106,0.207817,-0.016528,0.490589,0.132586,-0.024560,0.479518,0.072129,-0.032253,0.501371,0.368483,-0.023551,0.491347,0.275285,-0.032342,0.490008,0.229241,-0.039944,0.488375,0.187747,-0.045804,0.493933,0.420318,-0.038323,0.512081,0.363820,-0.045621,0.533625,0.342579,-0.049938,0.549192,0.329190,-0.053550
paz,0.576125,0.614496,-0.000000,0.593952,0.525109,-0.010235,0.602367,0.445842,-0.018140,0.579451,0.379854,-0.028713,0.562191,0.318531,-0.037968,0.596828,0.322009,0.004875,0.605777,0.208077,-0.002151,0.606973,0.146529,-0.007241,0.601770,0.090086,-0.012336,0.558126,0.332069,-0.001441,0.534826,0.211294,-0.011517,0.515873,0.144029,-0.019824,0.496057,0.091129,-0.025879,0.528172,0.365514,-0.011074,0.519253,0.327774,-0.024402,0.544148,0.381356,-0.027185,0.562801,0.409595,-0.025295,0.504297,0.414893,-0.023431,0.508445,0.384160,-0.033231,0.530581,0.417350,-0.035294,0.549473,0.445377,-0.034036
paz,0.617352,0.639682,-0.000000,0.660952,0.480809,0.020030,0.666298,0.381753,0.018414,0.680367,0.315235,0.008626,0.691498,0.263985,-0.001417,0.566156,0.311270,0.008690,0.582756,0.202930,-0.002458,0.590163,0.134780,-0.013111,0.596065,0.072992,-0.022677,0.554007,0.345440,-0.015528,0.591456,0.233598,-0.031048,0.633433,0.166188,-0.044194,0.672627,0.119450,-0.055060,0.557300,0.393737,-0.038720,0.617532,0.312117,-0.051727,0.671578,0.293598,-0.055779,0.718141,0.290093,-0.058948,0.580270,0.448734,-0.061581,0.617900,0.378485,-0.071611,0.659208,0.347424,-0.074013,0.699807,0.333438,-0.076222
paz,0.633434,0.642401,-0.000000,0.682691,0.476780,0.018271,0.685211,0.377680,0.014967,0.690075,0.312293,0.003178,0.687045,0.272229,-0.008960,0.582246,0.302050,0.004247,0.594298,0.194569,-0.011986,0.596759,0.125490,-0.025717,0.598067,0.064354,-0.037325,0.564447,0.336771,-0.021954,0.577371,0.224852,-0.044619,0.605834,0.150544,-0.061836,0.632580,0.093669,-0.075099,0.562372,0.390195,-0.047546,0.606738,0.310364,-0.068187,0.661725,0.295619,-0.075595,0.706462,0.292452,-0.079882,0.584616,0.454866,-0.072927,0.614001,0.382784,-0.089384,0.654248,0.347118,-0.095210,0.691538,0.328551,-0.099277
paz,0.561033,0.650917,-0.000000,0.562721,0.565455,-0.007442,0.547270,0.476632,-0.011068,0.483447,0.412063,-0.016182,0.417087,0.380861,-0.020773,0.547115,0.369674,-0.001299,0.534597,0.255980,-0.008470,0.529378,0.192380,-0.012761,0.525985,0.139765,-0.016410,0.531282,0.374147,-0.005779,0.489495,0.244473,-0.015162,0.462198,0.173659,-0.022850,0.440060,0.117808,-0.028440,0.516931,0.401902,-0.012179,0.453803,0.330577,-0.024326,0.441933,0.354757,-0.028866,0.442179,0.372037,-0.028813,0.507007,0.446249,-0.020541,0.448812,0.398436,-0.030363,0.431257,0.402674,-0.034144,0.428115,0.411462,-0.034575
paz,0.506068,0.647645,-0.000000,0.558524,0.555430,0.002212,0.577681,0.476805,-0.002120,0.565490,0.420940,-0.011346,0.540349,0.396470,-0.018970,0.559393,0.365485,0.011577,0.565879,0.250565,0.006424,0.567038,0.191273,0.001750,0.563372,0.137564,-0.003014,0.517604,0.377374,-0.000547,0.487607,0.264898,-0.007296,0.468981,0.206761,-0.012399,0.450563,0.161543,-0.016484,0.483236,0.409709,-0.014412,0.479353,0.358683,-0.020701,0.505112,0.402044,-0.016940,0.519084,0.430446,-0.012341,0.462721,0.455319,-0.030466,0.463244,0.411594,-0.033044,0.485866,0.435750,-0.028891,0.500838,0.462405,-0.024439
paz,0.623368,0.683896,-0.000000,0.661773,0.594948,-0.010246,0.665655,0.506788,-0.027762,0.616686,0.455411,-0.049194,0.556484,0.424344,-0.069484,0.622626,0.359758,-0.015218,0.624590,0.223694,-0.034652,0.622191,0.141764,-0.049732,0.616701,0.069792,-0.061846,0.555987,0.387363,-0.027996,0.494880,0.247492,-0.051046,0.454921,0.160876,-0.065589,0.422758,0.090667,-0.075681,0.506282,0.444198,-0.042683,0.491108,0.384830,-0.061704,0.529391,0.438174,-0.058928,0.554183,0.479584,-0.053795,0.478030,0.516960,-0.060908,0.469836,0.467577,-0.071743,0.509861,0.495865,-0.067345,0.538743,0.527965,-0.062077
paz,0.645597,0.684387,-0.000000,0.686322,0.594929,-0.009510,0.690268,0.502480,-0.026913,0.639026,0.451176,-0.048765,0.578628,0.427000,-0.069912,0.642404,0.352994,-0.015563,0.636111,0.210792,-0.035970,0.634521,0.125787,-0.051811,0.631955,0.051377,-0.064529,0.574925,0.381113,-0.029519,0.514525,0.236684,-0.053106,0.477870,0.149601,-0.068416,0.450657,0.076341,-0.079336,0.525055,0.438064,-0.045525,0.510924,0.370199,-0.065691,0.547757,0.423502,-0.064849,0.574208,0.468253,-0.061079,0.495963,0.512477,-0.065047,0.486185,0.462837,-0.076767,0.522964,0.487569,-0.073941,0.551292,0.518921,-0.070041
paz,0.664343,0.673188,-0.000000,0.713670,0.565274,-0.004616,0.734771,0.463517,-0.020332,0.737666,0.398223,-0.040372,0.701797,0.387135,-0.059510,0.641911,0.363810,-0.025346,0.627530,0.207184,-0.046465,0.619922,0.120608,-0.060304,0.607616,0.047913,-0.072337,0.588572,0.396844,-0.042967,0.543605,0.253045,-0.070087,0.521761,0.163847,-0.084516,0.502108,0.088806,-0.095498,0.551753,0.450561,-0.060819,0.595369,0.369864,-0.085461,0.656245,0.405192,-0.085777,0.692940,0.438479,-0.083220,0.547394,0.518093,-0.081157,0.603332,0.461725,-0.096651,0.669508,0.460772,-0.095874,0.711921,0.472325,-0.094130
paz,0.531151,0.602117,-0.000000,0.536404,0.535259,-0.025791,0.507431,0.474987,-0.041891,0.397992,0.456939,-0.055755,0.307916,0.455315,-0.068730,0.470882,0.307052,-0.032408,0.438882,0.188265,-0.046335,0.411843,0.109911,-0.056681,0.392251,0.041094,-0.065550,0.410923,0.315934,-0.029315,0.360474,0.186304,-0.041620,0.318434,0.107079,-0.052083,0.289012,0.043171,-0.061738,0.371606,0.353337,-0.027955,0.307431,0.322936,-0.038012,0.325482,0.387356,-0.041543,0.357301,0.424744,-0.042744,0.349369,0.409645,-0.030720,0.298970,0.401537,-0.038731,0.318593,0.442301,-0.041609,0.356657,0.469371,-0.042199
paz,0.616664,0.646171,-0.000000,0.649906,0.589906,-0.036360,0.623001,0.541138,-0.057612,0.512246,0.532120,-0.074316,0.402567,0.539541,-0.089849,0.546255,0.382689,-0.046148,0.488969,0.253936,-0.063238,0.457889,0.186299,-0.075638,0.434425,0.121014,-0.085273,0.494678,0.394983,-0.037680,0.425953,0.266917,-0.054198,0.380814,0.199998,-0.066947,0.343423,0.143616,-0.077229,0.465151,0.430936,-0.030955,0.403407,0.399195,-0.044195,0.438025,0.468658,-0.048760,0.475264,0.507983,-0.049693,0.446353,0.485245,-0.028892,0.399932,0.461170,-0.038288,0.423507,0.497616,-0.041291,0.456483,0.527033,-0.041725
paz,0.477291,0.825521,0.000000,0.541238,0.785981,-0.030989,0.582033,0.724701,-0.058396,0.552509,0.659519,-0.086222,0.499205,0.596246,-0.111990,0.575809,0.505460,-0.030334,0.595959,0.368920,-0.055915,0.608843,0.282874,-0.074117,0.616323,0.208522,-0.088378,0.501666,0.509241,-0.036080,0.481668,0.353275,-0.066454,0.472781,0.264558,-0.084707,0.469357,0.180786,-0.096558,0.440758,0.545984,-0.045704,0.410298,0.463099,-0.075122,0.437426,0.539994,-0.077071,0.466692,0.587501,-0.073049,0.391268,0.610795,-0.060024,0.386015,0.547621,-0.080482,0.418154,0.597232,-0.080710,0.448473,0.643516,-0.077168
paz,0.493374,0.811290,0.000000,0.553091,0.764905,-0.031161,0.589125,0.702090,-0.058462,0.558578,0.640977,-0.086149,0.505014,0.587003,-0.111822,0.569672,0.488889,-0.030641,0.581649,0.351170,-0.056333,0.591652,0.263837,-0.074896,0.596592,0.186985,-0.089397,0.497314,0.497499,-0.036207,0.459973,0.343958,-0.066425,0.441803,0.254010,-0.085269,0.430045,0.168247,-0.097777,0.440196,0.537049,-0.045715,0.405263,0.455772,-0.074930,0.437736,0.532678,-0.077583,0.468793,0.582061,-0.074141,0.396069,0.601309,-0.060017,0.386536,0.538078,-0.079967,0.424683,0.582228,-0.080837,0.459842,0.625131,-0.078049
paz,0.486864,0.813671,0.000000,0.530727,0.751203,-0.030992,0.536676,0.684796,-0.056558,0.448215,0.649209,-0.082251,0.355845,0.622133,-0.106445,0.477504,0.493687,-0.029949,0.461445,0.361518,-0.053094,0.450991,0.280914,-0.069983,0.440399,0.210889,-0.082993,0.404082,0.518066,-0.033806,0.349883,0.378739,-0.058987,0.308796,0.305438,-0.074733,0.283454,0.234588,-0.085319,0.354491,0.567971,-0.041683,0.295153,0.493536,-0.067350,0.315190,0.554567,-0.070302,0.350208,0.593787,-0.067402,0.321272,0.638597,-0.054264,0.274482,0.581888,-0.071838,0.302807,0.619004,-0.072243,0.346775,0.652615,-0.069366
paz,0.569097,0.761710,-0.000000,0.620888,0.672530,-0.015731,0.629211,0.596493,-0.038189,0.585817,0.573946,-0.063944,0.518170,0.583888,-0.088185,0.510157,0.453476,-0.020630,0.455728,0.333519,-0.041277,0.424559,0.269755,-0.058730,0.397961,0.213124,-0.072322,0.445145,0.498957,-0.032027,0.336688,0.438321,-0.056011,0.268149,0.403356,-0.069173,0.221297,0.366178,-0.078158,0.409084,0.567057,-0.045705,0.402337,0.548562,-0.065045,0.464584,0.587505,-0.063911,0.519948,0.609591,-0.060986,0.402458,0.638432,-0.063518,0.405655,0.614256,-0.071849,0.460814,0.634720,-0.066924,0.517307,0.650263,-0.063116
paz,0.279770,0.717422,0.000000,0.340479,0.701196,-0.038796,0.395605,0.664557,-0.063637,0.371272,0.598601,-0.085635,0.324310,0.533375,-0.105257,0.471163,0.507547,-0.034880,0.546978,0.432104,-0.055634,0.590605,0.392963,-0.066472,0.626291,0.354088,-0.074514,0.414746,0.462730,-0.032374,0.472937,0.337603,-0.057205,0.495399,0.269980,-0.070214,0.519441,0.208972,-0.078953,0.346613,0.456411,-0.034257,0.354389,0.355794,-0.061311,0.328459,0.433063,-0.063014,0.323868,0.488677,-0.059088,0.275908,0.481467,-0.040315,0.286729,0.418038,-0.059796,0.280104,0.472962,-0.060769,0.285126,0.520905,-0.057653
paz,0.539446,0.753978,0.000000,0.589070,0.697140,-0.015956,0.625274,0.636923,-0.031740,0.604274,0.592627,-0.050213,0.562605,0.549312,-0.067477,0.590461,0.470135,-0.009560,0.606039,0.359579,-0.024433,0.616692,0.298901,-0.035652,0.622920,0.244764,-0.044649,0.534264,0.480486,-0.017690,0.514903,0.354875,-0.035039,0.506804,0.290344,-0.046619,0.503541,0.238669,-0.054955,0.485614,0.513783,-0.028925,0.480017,0.465785,-0.045862,0.506166,0.524436,-0.046349,0.531121,0.565781,-0.043735,0.449546,0.562326,-0.043939,0.454826,0.529797,-0.055283,0.482601,0.567907,-0.054408,0.507826,0.603479,-0.051643
paz,0.484692,0.818918,0.000000,0.545236,0.772644,-0.031880,0.588149,0.713546,-0.057990,0.561348,0.661568,-0.084699,0.506333,0.619307,-0.109652,0.556314,0.490876,-0.028164,0.568261,0.349522,-0.052685,0.574637,0.259732,-0.072158,0.574524,0.181953,-0.087486,0.479667,0.504390,-0.033309,0.448121,0.358027,-0.062042,0.425383,0.267861,-0.083357,0.408514,0.184521,-0.097839,0.416717,0.542205,-0.042466,0.378738,0.479720,-0.071195,0.415535,0.554917,-0.077649,0.455749,0.604711,-0.076729,0.366224,0.599475,-0.056586,0.340648,0.543913,-0.076424,0.378315,0.583527,-0.079617,0.419333,0.624854,-0.078600
paz,0.558374,0.787637,0.000000,0.608286,0.702853,-0.026033,0.591076,0.623466,-0.051897,0.508742,0.610142,-0.079191,0.441184,0.630470,-0.105256,0.470536,0.478573,-0.028178,0.379878,0.363311,-0.050257,0.325042,0.315155,-0.068777,0.283199,0.265223,-0.082899,0.410405,0.528004,-0.034786,0.282207,0.486264,-0.058752,0.205769,0.475985,-0.072631,0.156366,0.447946,-0.081955,0.380541,0.603598,-0.044665,0.333001,0.604679,-0.064556,0.383462,0.648099,-0.066563,0.436178,0.663736,-0.065613,0.369577,0.680904,-0.059277,0.335078,0.665637,-0.068691,0.382020,0.687806,-0.065896,0.440383,0.700379,-0.063771
paz,0.548668,0.811018,0.000000,0.572614,0.729037,-0.025314,0.551570,0.660802,-0.045895,0.449181,0.642852,-0.067085,0.346221,0.648290,-0.086828,0.463273,0.506102,-0.019013,0.399090,0.391024,-0.036538,0.357795,0.330578,-0.050113,0.322543,0.278243,-0.060446,0.401963,0.546424,-0.022882,0.317757,0.437898,-0.040286,0.269132,0.387737,-0.051673,0.236923,0.343724,-0.059636,0.366123,0.605631,-0.030667,0.295204,0.542984,-0.048099,0.330773,0.589507,-0.049427,0.371494,0.617044,-0.047069,0.350911,0.675124,-0.042770,0.290326,0.624612,-0.053530,0.323652,0.650875,-0.051835,0.369492,0.673284,-0.048956
paz,0.517048,0.736750,0.000000,0.563771,0.664726,-0.014087,0.578889,0.604844,-0.035116,0.574564,0.567962,-0.059442,0.555149,0.525206,-0.082695,0.508738,0.467258,-0.020951,0.495394,0.342899,-0.041428,0.491025,0.279546,-0.057542,0.483844,0.218630,-0.070558,0.459640,0.494545,-0.032550,0.406031,0.389488,-0.057479,0.375427,0.333041,-0.072384,0.349731,0.285140,-0.083079,0.430997,0.541853,-0.046186,0.441436,0.507312,-0.067105,0.488967,0.554763,-0.067956,0.517896,0.578831,-0.066499,0.425558,0.600286,-0.063182,0.449247,0.576944,-0.076109,0.489864,0.606191,-0.074899,0.517120,0.629283,-0.073051
paz,0.559388,0.846307,0.000000,0.608322,0.789521,-0.029910,0.630751,0.729305,-0.060410,0.586157,0.698006,-0.090647,0.517203,0.683355,-0.119789,0.566639,0.551250,-0.052552,0.572781,0.415333,-0.084732,0.573407,0.336192,-0.107474,0.566377,0.267740,-0.124636,0.488127,0.581333,-0.059919,0.424425,0.438303,-0.096896,0.385202,0.354279,-0.118392,0.354707,0.282750,-0.133670,0.431425,0.640088,-0.069043,0.394183,0.584097,-0.100218,0.441025,0.646175,-0.102520,0.485815,0.686585,-0.100839,0.397735,0.713954,-0.082969,0.378519,0.683665,-0.103681,0.422782,0.720993,-0.103839,0.469846,0.752776,-0.102026
paz,0.694756,0.781565,-0.000000,0.614273,0.734334,-0.030421,0.577632,0.652624,-0.051210,0.618819,0.580136,-0.072113,0.665408,0.525417,-0.091842,0.585954,0.467470,-0.017882,0.570968,0.358456,-0.036765,0.567199,0.293725,-0.049537,0.567602,0.241095,-0.059293,0.667289,0.460845,-0.020791,0.686629,0.324059,-0.040266,0.702057,0.255118,-0.053058,0.718505,0.195801,-0.062779,0.734470,0.494465,-0.028860,0.762856,0.397526,-0.051452,0.734117,0.474823,-0.053175,0.714263,0.535037,-0.051234,0.785065,0.555828,-0.041748,0.791367,0.515194,-0.060148,0.760499,0.571417,-0.061869,0.739214,0.616341,-0.060402
paz,0.722967,0.795458,0.000000,0.640296,0.755012,-0.038721,0.600508,0.677408,-0.063420,0.638538,0.600266,-0.086434,0.687829,0.536352,-0.108401,0.616386,0.486025,-0.029637,0.620762,0.365028,-0.051093,0.627874,0.295322,-0.064880,0.636070,0.237567,-0.075408,0.700255,0.479327,-0.029046,0.726761,0.336629,-0.052619,0.749616,0.266846,-0.067763,0.771358,0.203633,-0.078488,0.770258,0.510191,-0.033790,0.801005,0.403001,-0.061512,0.773842,0.478797,-0.067712,0.752343,0.537350,-0.067770,0.824023,0.572006,-0.043503,0.835259,0.526059,-0.065828,0.806806,0.582131,-0.070903,0.787000,0.629399,-0.071438
paz,0.717166,0.802288,0.000000,0.634559,0.759236,-0.037902,0.597153,0.682598,-0.063693,0.641320,0.611818,-0.088534,0.692172,0.553412,-0.112407,0.619752,0.487035,-0.028869,0.624645,0.370588,-0.052500,0.629128,0.303619,-0.068621,0.634696,0.249620,-0.080664,0.702834,0.484782,-0.030118,0.735876,0.345457,-0.055735,0.759028,0.277219,-0.072963,0.779706,0.216369,-0.085056,0.771533,0.520445,-0.036889,0.806832,0.415970,-0.065420,0.777792,0.488078,-0.072275,0.753269,0.542347,-0.073113,0.822886,0.586626,-0.048757,0.838353,0.539431,-0.071694,0.807396,0.591157,-0.077043,0.783277,0.633056,-0.078056
paz,0.704435,0.783435,0.000000,0.621796,0.736445,-0.031124,0.584971,0.662937,-0.054193,0.634784,0.605693,-0.077376,0.684767,0.556745,-0.099741,0.610719,0.473485,-0.023364,0.612376,0.362648,-0.044845,0.616972,0.297699,-0.061111,0.623190,0.243442,-0.073367,0.692854,0.473483,-0.026151,0.728189,0.343340,-0.048338,0.752829,0.277813,-0.064658,0.774512,0.220117,-0.076916,0.760665,0.510459,-0.033501,0.793726,0.420763,-0.056208,0.766153,0.486814,-0.060516,0.744352,0.539134,-0.061167,0.812175,0.573962,-0.045677,0.827551,0.537695,-0.063531,0.797243,0.587860,-0.066335,0.773579,0.627265,-0.066453
paz,0.697751,0.784386,0.000000,0.620754,0.733153,-0.032681,0.586595,0.654766,-0.054718,0.630811,0.586491,-0.076363,0.682289,0.526841,-0.096842,0.605412,0.466519,-0.019411,0.609257,0.355505,-0.038703,0.614430,0.290126,-0.052391,0.621103,0.236157,-0.062849,0.685092,0.466286,-0.020819,0.716567,0.333246,-0.041585,0.742685,0.268551,-0.055968,0.765346,0.211675,-0.066333,0.751791,0.503610,-0.027464,0.783728,0.410091,-0.051130,0.756862,0.481226,-0.055794,0.733566,0.532762,-0.055598,0.801574,0.568662,-0.038854,0.822289,0.529159,-0.058194,0.792026,0.579779,-0.062089,0.765700,0.617307,-0.062196
paz,0.705276,0.786337,0.000000,0.626746,0.739679,-0.032597,0.588464,0.664549,-0.056191,0.637183,0.601985,-0.079585,0.690841,0.546968,-0.102197,0.612144,0.478099,-0.024872,0.613123,0.366552,-0.046584,0.618715,0.301346,-0.062557,0.626769,0.246731,-0.074552,0.693277,0.475826,-0.027063,0.724797,0.343774,-0.049407,0.749484,0.278723,-0.065395,0.772175,0.221627,-0.077387,0.761768,0.510671,-0.033996,0.791642,0.418251,-0.057435,0.763716,0.485481,-0.061918,0.742572,0.537958,-0.062559,0.814706,0.572890,-0.045776,0.827321,0.536390,-0.064484,0.796837,0.588689,-0.067587,0.774484,0.629068,-0.067751
paz,0.691481,0.784728,0.000000,0.614434,0.732316,-0.028473,0.579305,0.656917,-0.050555,0.620237,0.594294,-0.073421,0.665033,0.540851,-0.095440,0.611361,0.467496,-0.019125,0.614677,0.360007,-0.040853,0.619075,0.295916,-0.056825,0.626047,0.242384,-0.068639,0.690549,0.469453,-0.023623,0.724242,0.340221,-0.047069,0.748411,0.277372,-0.063022,0.769757,0.218770,-0.074361,0.755935,0.507634,-0.032837,0.787333,0.418136,-0.057119,0.755830,0.489214,-0.060711,0.730174,0.541713,-0.060176,0.804037,0.572458,-0.046749,0.818865,0.538076,-0.064970,0.782694,0.590978,-0.067269,0.753087,0.629431,-0.066725
paz,0.677062,0.799288,0.000000,0.599612,0.736234,-0.028920,0.573702,0.658074,-0.052283,0.612846,0.597902,-0.076447,0.660879,0.552897,-0.099821,0.629470,0.476338,-0.024404,0.647998,0.367078,-0.047973,0.659298,0.305308,-0.064590,0.671493,0.250754,-0.076673,0.707199,0.488406,-0.029584,0.759660,0.369969,-0.055965,0.796057,0.313589,-0.072247,0.828887,0.258662,-0.083294,0.768069,0.534061,-0.039073,0.806877,0.462797,-0.065370,0.760632,0.534601,-0.068544,0.724480,0.584558,-0.067301,0.807492,0.603210,-0.053358,0.823315,0.575178,-0.072074,0.778855,0.624582,-0.074060,0.743920,0.658298,-0.073289
paz,0.676614,0.803184,0.000000,0.602396,0.739833,-0.028866,0.576741,0.661819,-0.051570,0.612106,0.599033,-0.075017,0.660366,0.551017,-0.097857,0.634060,0.480875,-0.023472,0.650816,0.370626,-0.046172,0.661194,0.308858,-0.062169,0.672760,0.254612,-0.073908,0.709330,0.493635,-0.028516,0.764598,0.375036,-0.054012,0.802481,0.321085,-0.069873,0.836538,0.269515,-0.080659,0.768406,0.539891,-0.037922,0.808487,0.462972,-0.064352,0.762543,0.532771,-0.068437,0.726970,0.583693,-0.067758,0.806688,0.609177,-0.051976,0.822960,0.579458,-0.071530,0.778821,0.626006,-0.074501,0.744404,0.658721,-0.074324
paz,0.685158,0.806955,0.000000,0.607170,0.748270,-0.027763,0.576215,0.672760,-0.050884,0.617707,0.613588,-0.075128,0.672695,0.573876,-0.098610,0.642682,0.490274,-0.022719,0.660526,0.377923,-0.046735,0.671281,0.317037,-0.064968,0.683766,0.263713,-0.078161,0.717897,0.500945,-0.027657,0.770979,0.385867,-0.055083,0.808023,0.334106,-0.073344,0.841059,0.283663,-0.085505,0.777711,0.545221,-0.036548,0.816505,0.479756,-0.062485,0.770335,0.551030,-0.066039,0.733849,0.603118,-0.065082,0.817361,0.612714,-0.050171,0.829083,0.590572,-0.067819,0.782742,0.641794,-0.069334,0.746594,0.678928,-0.068335
paz,0.690509,0.812042,0.000000,0.611948,0.753678,-0.027153,0.581060,0.679525,-0.049113,0.624575,0.622695,-0.072144,0.677791,0.587483,-0.094450,0.650355,0.500015,-0.021187,0.666207,0.387342,-0.043909,0.676929,0.326086,-0.061450,0.690216,0.272660,-0.074240,0.724430,0.509318,-0.025799,0.778028,0.396919,-0.051115,0.815975,0.348827,-0.068167,0.849979,0.302023,-0.079791,0.781762,0.553016,-0.034394,0.820195,0.489787,-0.058170,0.775071,0.557085,-0.061328,0.739499,0.606855,-0.060630,0.819597,0.619787,-0.047754,0.831835,0.599592,-0.063979,0.785434,0.648462,-0.065377,0.748474,0.683257,-0.064567
paz,0.692604,0.819884,0.000000,0.615613,0.762220,-0.029883,0.585135,0.686112,-0.053112,0.625144,0.627884,-0.077111,0.681777,0.592754,-0.100704,0.654064,0.502499,-0.024253,0.670270,0.388285,-0.048548,0.681309,0.327544,-0.066875,0.695304,0.276204,-0.079917,0.729494,0.513447,-0.028289,0.785350,0.399460,-0.055361,0.822080,0.355402,-0.073049,0.856817,0.316125,-0.084635,0.787238,0.558951,-0.036698,0.832586,0.488561,-0.062794,0.782480,0.558703,-0.066895,0.744048,0.611547,-0.066384,0.822825,0.627056,-0.050059,0.836115,0.599357,-0.068518,0.787318,0.649969,-0.070846,0.750582,0.687238,-0.070424
